,id,address,gu,dong,mac_score,lot_score,burgerking_score,seveneleven_score,cu_score,gs25_score,starbucks_score,lottecinema_score,megabox_score,cgv_score,total_score,high_oil,oil,oil2,total,catch,percent,mac_count,lot_count,burgerking_count,seveneleven_count,cu_count,gs25_count,starbucks_count,lottecinema_count,megabox_count,cgv_count,total_count,first,second,third,first_mapx,first_mapy,second_mapx,second_mapy,third_mapx,third_mapy
165,165,서울특별시 용산구 후암동,용산구,후암동,0.0,1.25,0.0,0.64,0.67,0.62,0.0,0.0,0.0,0.0,3.18,2297.0,1955.14,1865.14,3411,2543,74.6,0,1,0,3,5,5,0,0,0,0,14,이촌동,강일동,아현동,37.524133,126.961987,37.569204,127.171620,37.555483,126.955998
166,166,서울특별시 용산구 용산동2가,용산구,용산동2가,0.0,0.0,0.0,0.43,0.53,0.62,0.43,0.0,0.0,0.0,2.02,0.0,0.0,0.0,3411,2543,74.6,0,0,0,2,4,5,1,0,0,0,12,충정로3가,북아현동,도선동,37.562611,126.961351,37.561666,126.956170,37.563897,127.033258
167,167,서울특별시 용산구 용산동4가,용산구,용산동4가,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3411,2543,74.6,0,0,0,0,0,0,0,0,0,0,0,용산동3가,주성동,,37.533189,126.974319,37.522591,126.998382,,
168,168,서울특별시 용산구 갈월동,용산구,갈월동,0.0,1.25,0.0,0.43,0.27,0.62,0.87,0.0,0.0,0.0,3.44,2249.0,1999.0,1899.0,3411,2543,74.6,0,1,0,2,2,5,2,0,0,0,12,마천동,용답동,후암동,37.497117,127.152393,37.564354,127.052795,37.549171,126.978938
169,169,서울특별시 용산구 남영동,용산구,남영동,0.0,0.0,0.0,0.0,0.27,0.12,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,3411,2543,74.6,0,0,0,0,2,1,0,0,0,0,3,미근동,저동1가,을지로7가,37.563162,126.967026,37.564362,126.987314,37.565117,127.009288
170,170,서울특별시 용산구 용산동1가,용산구,용산동1가,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,3411,2543,74.6,0,0,0,0,1,0,0,0,0,0,1,신창동,청암동,도원동,37.535730,126.955199,37.535040,126.946500,37.539188,126.957940
171,171,서울특별시 용산구 동자동,용산구,동자동,3.33,2.5,3.33,0.21,0.27,0.62,0.43,0.0,0.0,0.0,10.71,2390.0,2090.0,1890.0,3411,2543,74.6,1,2,1,1,2,5,1,0,0,0,13,대조동,갈현동,도곡동,37.612276,126.922850,37.621223,126.914993,37.486509,127.040738
172,172,서울특별시 용산구 서계동,용산구,서계동,0.0,1.25,0.0,0.64,0.13,0.25,0.0,0.0,0.0,0.0,2.27,2174.0,2048.0,1906.0,3411,2543,74.6,0,1,0,3,1,2,0,0,0,0,7,상도1동,능동,관철동,37.502889,126.950645,37.553729,127.082381,37.569182,126.986053
173,173,서울특별시 용산구 청파동1가,용산구,청파동1가,0.0,0.0,0.0,0.43,0.13,0.12,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,3411,2543,74.6,0,0,0,2,1,1,0,0,0,0,4,용문동,통의동,세종로,37.537571,126.959936,37.578307,126.972872,37.572655,126.976742
174,174,서울특별시 용산구 청파동2가,용산구,청파동2가,0.0,0.0,0.0,0.64,0.0,0.12,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,3411,2543,74.6,0,0,0,3,0,1,0,0,0,0,4,영등포동2가,삼선동5가,중학동,37.520839,126.910094,37.588250,127.015789,37.575301,126.979265
175,175,서울특별시 용산구 청파동3가,용산구,청파동3가,0.0,0.0,0.0,0.0,0.4,0.38,0.43,0.0,0.0,0.0,1.21,0.0,0.0,0.0,3411,2543,74.6,0,0,0,0,3,3,1,0,0,0,7,가리봉동,중림동,양평동2가,37.482944,126.888062,37.558715,126.965840,37.524270,126.884578
176,176,서울특별시 용산구 원효로1가,용산구,원효로1가,0.0,0.0,0.0,0.43,0.13,0.25,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,3411,2543,74.6,0,0,0,2,1,2,0,0,0,0,5,인사동,금호동2가,송정동,37.571837,126.986206,37.552482,127.020133,37.552124,127.067652
177,177,서울특별시 용산구 원효로2가,용산구,원효로2가,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.0,0.26,2169.0,1934.0,1768.0,3411,2543,74.6,0,0,0,0,1,1,0,0,0,0,2,원효로3가,안암동4가,합동,37.534140,126.956862,37.580811,127.024633,37.561567,126.966566
178,178,서울특별시 용산구 신창동,용산구,신창동,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,3411,2543,74.6,0,0,0,0,1,0,0,0,0,0,1,청암동,도원동,용산동6가,37.535040,126.946500,37.539188,126.957940,37.519150,126.983164
179,179,서울특별시 용산구 산천동,용산구,산천동,0.0,0.0,0.0,0.21,0.0,0.12,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,3411,2543,74.6,0,0,0,1,0,1,0,0,0,0,2,삼선동1가,양평동6가,원서동,37.585059,127.007942,37.542645,126.890065,37.581687,126.988696
180,180,서울특별시 용산구 청암동,용산구,청암동,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,2089.0,1799.0,1691.86,3411,2543,74.6,0,0,0,0,1,0,0,0,0,0,1,도원동,용산동6가,동소문동7가,37.539188,126.957940,37.519150,126.983164,37.596303,127.014721
181,181,서울특별시 용산구 원효로3가,용산구,원효로3가,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.0,0.26,2160.0,1940.0,1795.0,3411,2543,74.6,0,0,0,0,1,1,0,0,0,0,2,안암동4가,합동,문래동4가,37.580811,127.024633,37.561567,126.966566,37.515082,126.890475
182,182,서울특별시 용산구 원효로4가,용산구,원효로4가,0.0,0.0,0.0,0.21,0.13,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,3411,2543,74.6,0,0,0,1,1,0,0,0,0,0,2,보문동6가,보문동7가,교북동,37.580444,127.019694,37.580033,127.021820,37.572612,126.960436
183,183,서울특별시 용산구 효창동,용산구,효창동,0.0,0.0,0.0,0.21,0.13,0.62,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,3411,2543,74.6,0,0,0,1,1,5,0,0,0,0,7,낙원동,태평로1가,명륜1가,37.572558,126.988732,37.568174,126.976805,37.588347,126.997733
184,184,서울특별시 용산구 도원동,용산구,도원동,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,3411,2543,74.6,0,0,0,0,1,0,0,0,0,0,1,용산동6가,동소문동7가,오곡동,37.519150,126.983164,37.596303,127.014721,37.554615,126.775768
185,185,서울특별시 용산구 용문동,용산구,용문동,0.0,0.0,0.0,0.43,0.13,0.12,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,3411,2543,74.6,0,0,0,2,1,1,0,0,0,0,4,통의동,세종로,효제동,37.578307,126.972872,37.572655,126.976742,37.572859,127.003417
186,186,서울특별시 용산구 문배동,용산구,문배동,0.0,0.0,0.0,0.64,0.13,0.12,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,3411,2543,74.6,0,0,0,3,1,1,0,0,0,0,5,동빙고동,당산동,중동,37.523599,126.995949,37.528625,126.907439,37.570400,126.907656
187,187,서울특별시 용산구 신계동,용산구,신계동,0.0,0.0,0.0,0.21,0.0,0.25,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,3411,2543,74.6,0,0,0,1,0,2,0,0,0,0,3,서빙고동,삼각동,예장동,37.521042,126.993023,37.567588,126.983748,37.557397,126.990492
188,188,서울특별시 용산구 한강로1가,용산구,한강로1가,0.0,0.0,0.0,0.0,0.27,0.38,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,3411,2543,74.6,0,0,0,0,2,3,0,0,0,0,5,금호동1가,관훈동,양화동,37.554697,127.023412,37.574336,126.984857,37.545629,126.891554
189,189,서울특별시 용산구 한강로2가,용산구,한강로2가,0.0,0.0,3.33,0.43,1.2,0.5,0.43,0.0,0.0,0.0,5.89,0.0,0.0,0.0,3411,2543,74.6,0,0,1,2,9,4,1,0,0,0,17,거여동,둔촌동,순화동,37.494161,127.145196,37.531157,127.142891,37.562471,126.970566
190,190,서울특별시 용산구 용산동3가,용산구,용산동3가,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3411,2543,74.6,0,0,0,0,0,0,0,0,0,0,0,주성동,,,37.522591,126.998382,,,,
191,191,서울특별시 용산구 용산동5가,용산구,용산동5가,0.0,0.0,0.0,0.21,0.0,0.12,0.43,0.0,0.0,0.0,0.77,0.0,0.0,0.0,3411,2543,74.6,0,0,0,1,0,1,1,0,0,0,3,당산동2가,청파동2가,영등포동2가,37.522967,126.892688,37.546067,126.967745,37.520839,126.910094
192,192,서울특별시 용산구 한강로3가,용산구,한강로3가,0.0,2.5,3.33,0.85,0.53,0.75,0.43,5.0,0.0,5.0,18.4,1858.0,1648.0,1528.0,3411,2543,74.6,0,2,1,4,4,6,1,1,0,1,20,방이동,신천동,수유동,37.512017,127.116902,37.517302,127.104967,37.639388,127.017183
193,193,서울특별시 용산구 이촌동,용산구,이촌동,0.0,0.0,0.0,0.85,0.4,1.0,0.87,0.0,0.0,0.0,3.12,2057.0,1857.0,1740.0,3411,2543,74.6,0,0,0,4,3,8,2,0,0,0,17,강일동,아현동,신수동,37.569204,127.171620,37.555483,126.955998,37.547351,126.937074
194,194,서울특별시 용산구 이태원동,용산구,이태원동,3.33,0.0,0.0,0.85,1.73,1.12,0.43,0.0,0.0,0.0,7.48,0.0,0.0,0.0,3411,2543,74.6,1,0,0,4,13,9,1,0,0,0,28,석관동,상일동,공덕동,37.608823,127.060712,37.548220,127.170630,37.548828,126.959006
195,195,서울특별시 용산구 한남동,용산구,한남동,0.0,0.0,0.0,0.85,1.2,0.88,1.74,0.0,0.0,0.0,4.67,2402.0,2093.25,1945.5,3411,2543,74.6,0,0,0,4,9,7,4,0,0,0,24,무교동,대현동,문래동3가,37.567732,126.979171,37.558086,126.944504,37.516929,126.897249
196,196,서울특별시 용산구 동빙고동,용산구,동빙고동,0.0,0.0,0.0,0.21,0.0,0.25,0.43,0.0,0.0,0.0,0.9,0.0,0.0,0.0,3411,2543,74.6,0,0,0,1,0,2,1,0,0,0,4,당산동,중동,문래동6가,37.528625,126.907439,37.570400,126.907656,37.519342,126.886528
197,197,서울특별시 용산구 서빙고동,용산구,서빙고동,0.0,0.0,0.0,0.21,0.0,0.25,0.0,0.0,0.0,0.0,0.46,2218.0,1999.0,1860.0,3411,2543,74.6,0,0,0,1,0,2,0,0,0,0,3,삼각동,예장동,충정로1가,37.567588,126.983748,37.557397,126.990492,37.567411,126.968642
198,198,서울특별시 용산구 주성동,용산구,주성동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3411,2543,74.6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
199,199,서울특별시 용산구 용산동6가,용산구,용산동6가,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,3411,2543,74.6,0,0,0,0,1,0,0,0,0,0,1,동소문동7가,오곡동,염곡동,37.596303,127.014721,37.554615,126.775768,37.462035,127.052837
200,200,서울특별시 용산구 보광동,용산구,보광동,0.0,1.25,0.0,0.43,0.4,0.25,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,3411,2543,74.6,0,1,0,2,3,2,0,0,0,0,8,장위동,서계동,상도1동,37.614232,127.050118,37.552113,126.966089,37.502889,126.950645
201,201,서울특별시 성동구,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
202,202,서울특별시 성동구 상왕십리동,성동구,상왕십리동,0.0,0.0,0.0,0.43,0.4,0.25,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,2457,1787,72.7,0,0,0,2,3,2,0,0,0,0,7,궁동,당산동4가,적선동,37.496870,126.831303,37.528887,126.898848,37.576122,126.973453
203,203,서울특별시 성동구 하왕십리동,성동구,하왕십리동,0.0,0.0,3.33,0.43,0.67,0.88,0.87,0.0,0.0,0.0,6.17,0.0,1898.0,1747.0,2457,1787,72.7,0,0,1,2,5,7,2,0,0,0,17,동숭동,영등포동3가,수송동,37.581654,127.005083,37.518155,126.907998,37.573994,126.981139
204,204,서울특별시 성동구 홍익동,성동구,홍익동,0.0,0.0,0.0,0.0,0.13,0.25,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,2457,1787,72.7,0,0,0,0,1,2,0,0,0,0,3,안암동1가,보문동2가,냉천동,37.588393,127.021456,37.585602,127.018306,37.567257,126.963890
205,205,서울특별시 성동구 도선동,성동구,도선동,0.0,0.0,0.0,0.64,0.53,0.38,0.43,0.0,0.0,0.0,1.98,0.0,1576.57,1419.43,2457,1787,72.7,0,0,0,3,4,3,1,0,0,0,11,마장동,동선동4가,염리동,37.567305,127.039084,37.595087,127.018541,37.551546,126.947279
206,206,서울특별시 성동구 마장동,성동구,마장동,0.0,0.0,0.0,1.06,0.53,0.38,0.0,0.0,0.0,0.0,1.97,0.0,1571.81,1420.86,2457,1787,72.7,0,0,0,5,4,3,0,0,0,0,12,동선동4가,염리동,동소문동2가,37.595087,127.018541,37.551546,126.947279,37.588696,127.008412
207,207,서울특별시 성동구 사근동,성동구,사근동,0.0,0.0,0.0,0.64,0.4,0.38,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,2457,1787,72.7,0,0,0,3,3,3,0,0,0,0,9,보문동5가,신원동,다동,37.582359,127.019936,37.447112,127.058841,37.567577,126.981026
208,208,서울특별시 성동구 행당동,성동구,행당동,6.67,2.5,0.0,2.13,1.47,0.88,1.3,0.0,0.0,5.0,19.94,0.0,0.0,0.0,2457,1787,72.7,2,2,0,10,11,7,3,0,0,1,36,을지로6가,상암동,공릉동,37.566868,127.006310,37.577131,126.893488,37.623601,127.077388
209,209,서울특별시 성동구 응봉동,성동구,응봉동,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,2457,1787,72.7,0,0,0,0,2,0,0,0,0,0,2,외발산동,과해동,신문로2가,37.546721,126.821871,37.560661,126.794953,37.571299,126.968815
210,210,서울특별시 성동구 금호동1가,성동구,금호동1가,0.0,0.0,0.0,0.0,0.27,0.38,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,2457,1787,72.7,0,0,0,0,2,3,0,0,0,0,5,관훈동,양화동,삼선동2가,37.574336,126.984857,37.545629,126.891554,37.585259,127.010538
211,211,서울특별시 성동구 금호동2가,성동구,금호동2가,0.0,0.0,0.0,0.0,0.4,0.38,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,2457,1787,72.7,0,0,0,0,3,3,0,0,0,0,6,송정동,사직동,회현동2가,37.552124,127.067652,37.573711,126.966295,37.558033,126.983443
212,212,서울특별시 성동구 금호동3가,성동구,금호동3가,0.0,1.25,0.0,0.21,0.27,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,2457,1787,72.7,0,1,0,1,2,0,0,0,0,0,4,증산동,대신동,관수동,37.584724,126.907223,37.566438,126.945199,37.569200,126.990527
213,213,서울특별시 성동구 금호동4가,성동구,금호동4가,0.0,0.0,0.0,0.21,0.4,0.62,0.0,0.0,0.0,0.0,1.24,0.0,1770.0,1620.0,2457,1787,72.7,0,0,0,1,3,5,0,0,0,0,9,성북동,청파동3가,가리봉동,37.594567,126.997514,37.543407,126.968276,37.482944,126.888062
214,214,서울특별시 성동구 옥수동,성동구,옥수동,0.0,0.0,0.0,0.43,0.4,0.5,0.0,0.0,0.0,0.0,1.33,2265.0,1968.0,1815.0,2457,1787,72.7,0,0,0,2,3,4,0,0,0,0,9,고덕동,연건동,자곡동,37.561068,127.160582,37.577500,127.000903,37.476796,127.100387
215,215,서울특별시 성동구 성수동1가,성동구,성수동1가,0.0,0.0,0.0,1.28,1.73,1.88,0.43,0.0,0.0,0.0,5.32,1976.5,1656.33,1493.67,2457,1787,72.7,0,0,0,6,13,15,1,0,0,0,35,하월곡동,회현동1가,용두동,37.605662,127.035753,37.557439,126.980748,37.576328,127.034621
216,216,서울특별시 성동구 성수동2가,성동구,성수동2가,0.0,1.25,0.0,1.49,2.93,1.75,0.87,0.0,0.0,0.0,8.29,1936.05,1689.38,1511.57,2457,1787,72.7,0,1,0,7,22,14,2,0,0,0,46,신내동,흑석동,수서동,37.607237,127.098924,37.505964,126.962578,37.485767,127.098137
217,217,서울특별시 성동구 송정동,성동구,송정동,0.0,0.0,0.0,0.0,0.4,0.38,0.0,0.0,0.0,0.0,0.78,0.0,1506.0,1325.43,2457,1787,72.7,0,0,0,0,3,3,0,0,0,0,6,사직동,회현동2가,용산동5가,37.573711,126.966295,37.558033,126.983443,37.527123,126.970830
218,218,서울특별시 성동구 용답동,성동구,용답동,0.0,1.25,0.0,0.85,0.93,0.25,0.0,0.0,0.0,0.0,3.28,1748.0,1571.19,1420.38,2457,1787,72.7,0,1,0,4,7,2,0,0,0,0,14,후암동,이촌동,강일동,37.549171,126.978938,37.524133,126.961987,37.569204,127.171620
219,219,서울특별시 광진구,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,양평동,,,,,37.522602,126.881344
220,220,서울특별시 광진구 중곡동,광진구,중곡동,0.0,1.25,0.0,1.7,2.93,2.88,0.0,0.0,0.0,0.0,8.76,1727.0,1519.43,1345.86,3915,2789,71.2,0,1,0,8,22,23,0,0,0,0,54,중화동,도화동,북가좌동,37.599750,127.077718,37.539966,126.950000,37.580344,126.912261
221,221,서울특별시 광진구 능동,광진구,능동,0.0,0.0,0.0,0.85,0.53,0.88,0.0,0.0,0.0,0.0,2.26,1739.0,1515.72,1355.14,3915,2789,71.2,0,0,0,4,4,7,0,0,0,0,15,관철동,청진동,당산동3가,37.569182,126.986053,37.571886,126.980676,37.525551,126.896668
222,222,서울특별시 광진구 구의동,광진구,구의동,0.0,6.25,0.0,2.98,2.8,2.62,2.17,0.0,0.0,5.0,21.83,0.0,1591.0,1461.36,3915,2789,71.2,0,5,0,14,21,21,5,0,0,1,67,천호동,신정동,신정동,37.543676,127.131748,37.544210,126.930866,37.544210,126.930866
223,223,서울특별시 광진구 광장동,광진구,광장동,0.0,0.0,3.33,0.85,0.93,0.75,0.87,0.0,0.0,0.0,6.74,1768.78,1556.5,1399.64,3915,2789,71.2,0,0,1,4,7,6,2,0,0,0,20,대방동,명동2가,개포동,37.504791,126.927862,37.562880,126.984505,37.478260,127.052024
224,224,서울특별시 광진구 자양동,광진구,자양동,0.0,3.75,3.33,4.26,3.73,3.5,1.74,5.0,0.0,5.0,30.31,1835.0,1573.9,1450.57,3915,2789,71.2,0,3,1,20,28,28,4,1,0,1,86,사당동,마곡동,잠실동,37.483974,126.974999,37.566092,126.830395,37.506967,127.083673
225,225,서울특별시 광진구 화양동,광진구,화양동,3.33,1.25,3.33,3.4,2.27,1.75,0.87,0.0,0.0,0.0,16.21,1985.0,1595.0,1469.0,3915,2789,71.2,1,1,1,16,17,14,2,0,0,0,52,성산동,신당동,전농동,37.563317,126.910870,37.559441,127.013427,37.579797,127.053848
226,226,서울특별시 광진구 군자동,광진구,군자동,0.0,1.25,3.33,0.85,0.93,1.25,0.87,0.0,10.0,0.0,18.49,0.0,1542.0,1373.0,3915,2789,71.2,0,1,1,4,7,10,2,0,1,0,26,한강로3가,방이동,신천동,37.524659,126.963299,37.512017,127.116902,37.517302,127.104967
227,227,서울특별시 동대문구,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
228,228,서울특별시 동대문구 신설동,동대문구,신설동,0.0,0.0,3.33,0.64,0.8,0.5,0.43,0.0,0.0,0.0,5.71,0.0,1699.0,1529.0,3680,2968,80.7,0,0,1,3,6,4,1,0,0,0,15,오금동,하계동,신대방동,37.503984,127.135124,37.636890,127.073145,37.492678,126.917721
229,229,서울특별시 동대문구 용두동,동대문구,용두동,0.0,1.25,0.0,1.28,1.87,0.88,0.0,0.0,0.0,0.0,5.27,1798.0,1539.78,1363.86,3680,2968,80.7,0,1,0,6,14,7,0,0,0,0,28,혜화동,흥인동,태평로2가,37.587955,127.001157,37.566792,127.016839,37.563334,126.976861
230,230,서울특별시 동대문구 제기동,동대문구,제기동,0.0,0.0,0.0,1.7,1.47,0.5,0.0,0.0,0.0,0.0,3.67,0.0,1496.43,1346.43,3680,2968,80.7,0,0,0,8,11,4,0,0,0,0,23,안국동,을지로2가,연남동,37.577515,126.983939,37.565757,126.985892,37.562962,126.921783
231,231,서울특별시 동대문구 전농동,동대문구,전농동,3.33,1.25,0.0,1.49,1.87,1.88,0.0,5.0,0.0,0.0,14.81,0.0,1497.96,1347.96,3680,2968,80.7,1,1,0,7,14,15,0,1,0,0,39,응암동,면목동,상도동,37.592677,126.920257,37.584420,127.086487,37.499206,126.940385
232,232,서울특별시 동대문구 답십리동,동대문구,답십리동,0.0,0.0,0.0,1.91,1.6,2.38,0.43,0.0,0.0,0.0,6.32,0.0,1536.5,1386.5,3680,2968,80.7,0,0,0,9,12,19,1,0,0,0,41,당산동6가,암사동,가양동,37.534373,126.903445,37.552497,127.133010,37.568238,126.845059
233,233,서울특별시 동대문구 장안동,동대문구,장안동,3.33,2.5,3.33,4.26,2.8,3.38,0.43,5.0,0.0,0.0,25.03,1839.0,1565.28,1411.82,3680,2968,80.7,1,2,1,20,21,27,1,1,0,0,74,상봉동,창천동,중계동,37.596267,127.085704,37.558584,126.934113,37.646989,127.082411
234,234,서울특별시 동대문구 청량리동,동대문구,청량리동,0.0,1.25,0.0,0.64,0.53,0.38,0.0,0.0,0.0,0.0,2.8,0.0,1589.0,1434.0,3680,2968,80.7,0,1,0,3,4,3,0,0,0,0,11,서소문동,상수동,충정로2가,37.563075,126.974142,37.547431,126.922946,37.565192,126.964529
235,235,서울특별시 동대문구 회기동,동대문구,회기동,0.0,0.0,0.0,1.06,0.67,1.0,1.3,0.0,0.0,0.0,4.03,0.0,0.0,0.0,3680,2968,80.7,0,0,0,5,5,8,3,0,0,0,21,휘경동,충무로4가,대흥동,37.589592,127.061228,37.562463,126.995255,37.551055,126.943731
236,236,서울특별시 동대문구 휘경동,동대문구,휘경동,0.0,0.0,0.0,1.7,1.2,1.12,0.0,0.0,0.0,0.0,4.03,1775.0,1578.5,1399.04,3680,2968,80.7,0,0,0,8,9,9,0,0,0,0,26,충무로4가,대흥동,합정동,37.562463,126.995255,37.551055,126.943731,37.549046,126.911558
237,237,서울특별시 동대문구 이문동,동대문구,이문동,3.33,1.25,0.0,2.55,1.47,1.38,0.87,0.0,0.0,0.0,10.85,0.0,1506.64,1361.64,3680,2968,80.7,1,1,0,12,11,11,2,0,0,0,38,길동,공항동,동자동,37.539123,127.143163,37.558805,126.813297,37.551535,126.974137
238,238,서울특별시 중랑구,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
239,239,서울특별시 중랑구 면목동,중랑구,면목동,0.0,2.5,0.0,3.62,3.33,4.75,0.43,0.0,0.0,0.0,14.64,1752.0,1505.6,1327.5,4288,3222,75.1,0,2,0,17,25,38,1,0,0,0,83,상도동,영등포동,노량진동,37.499206,126.940385,37.513448,126.907724,37.510162,126.940418
240,240,서울특별시 중랑구 상봉동,중랑구,상봉동,0.0,3.75,0.0,1.28,1.47,1.88,1.3,0.0,10.0,5.0,24.67,0.0,1526.0,1364.33,4288,3222,75.1,0,3,0,6,11,15,3,0,1,1,40,창천동,중계동,번동,37.558584,126.934113,37.646989,127.082411,37.635123,127.032072
241,241,서울특별시 중랑구 중화동,중랑구,중화동,0.0,1.25,3.33,0.85,1.73,1.5,0.0,0.0,0.0,0.0,8.67,1915.0,1575.0,1429.0,4288,3222,75.1,0,1,1,4,13,12,0,0,0,0,31,도화동,북가좌동,길음동,37.539966,126.950000,37.580344,126.912261,37.607316,127.024760
242,242,서울특별시 중랑구 묵동,중랑구,묵동,0.0,0.0,3.33,1.28,1.2,2.0,0.0,0.0,0.0,0.0,7.81,0.0,1528.0,1378.0,4288,3222,75.1,0,0,1,6,9,16,0,0,0,0,32,월계동,대림동,내발산동,37.622192,127.058650,37.494306,126.900642,37.552616,126.835730
243,243,서울특별시 중랑구 망우동,중랑구,망우동,3.33,1.25,0.0,1.7,2.0,1.38,0.0,0.0,0.0,0.0,9.66,0.0,1522.33,1374.33,4288,3222,75.1,1,1,0,8,15,11,0,0,0,0,36,잠원동,망원동,영등포동4가,37.513667,127.016166,37.556620,126.903976,37.517981,126.903506
244,244,서울특별시 중랑구 신내동,중랑구,신내동,3.33,1.25,0.0,1.06,1.07,1.0,0.43,0.0,0.0,0.0,8.15,0.0,1536.0,1386.0,4288,3222,75.1,1,1,0,5,8,8,1,0,0,0,24,흑석동,수서동,오류동,37.505964,126.962578,37.485767,127.098137,37.494129,126.840746
245,245,서울특별시 성북구,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,양평동,,,37.522602,126.881344,,,,
246,246,서울특별시 성북구 성북동,성북구,성북동,0.0,0.0,0.0,0.85,0.27,0.12,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,3042,2277,74.9,0,0,0,4,2,1,0,0,0,0,7,청파동3가,가리봉동,중림동,37.543407,126.968276,37.482944,126.888062,37.558715,126.965840
247,247,서울특별시 성북구 성북동1가,성북구,성북동1가,0.0,0.0,0.0,0.21,0.13,0.12,0.43,0.0,0.0,0.0,0.91,0.0,0.0,0.0,3042,2277,74.9,0,0,0,1,1,1,1,0,0,0,4,을지로3가,문배동,동빙고동,37.566292,126.992337,37.536423,126.969346,37.523599,126.995949
248,248,서울특별시 성북구 돈암동,성북구,돈암동,0.0,0.0,0.0,0.64,0.8,0.38,0.0,0.0,0.0,0.0,1.81,0.0,0.0,0.0,3042,2277,74.9,0,0,0,3,6,3,0,0,0,0,12,금호동3가,증산동,대신동,37.549504,127.021812,37.584724,126.907223,37.566438,126.945199
249,249,서울특별시 성북구 동소문동1가,성북구,동소문동1가,3.33,0.0,0.0,0.0,0.13,0.25,0.0,0.0,0.0,0.0,3.72,0.0,0.0,0.0,3042,2277,74.9,1,0,0,0,1,2,0,0,0,0,4,홍은동,제기동,안국동,37.591560,126.938775,37.584134,127.037960,37.577515,126.983939
250,250,서울특별시 성북구 동소문동2가,성북구,동소문동2가,0.0,1.25,0.0,0.0,0.13,0.0,0.43,0.0,0.0,0.0,1.82,0.0,0.0,0.0,3042,2277,74.9,0,1,0,0,1,0,1,0,0,0,3,돈암동,금호동3가,증산동,37.598415,127.020288,37.549504,127.021812,37.584724,126.907223
251,251,서울특별시 성북구 동소문동3가,성북구,동소문동3가,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,3042,2277,74.9,0,0,0,0,0,1,0,0,0,0,1,삼선동3가,구수동,문래동1가,37.586298,127.012802,37.545679,126.932695,37.512364,126.897201
